sens_spec,threshold
max_sens_spec,0.196779145087418
85_sens,0.148250006059241
90_sens,0.0789287384725186
95_sens,0.0389510366683523
85_spec,0.251063011904762
90_spec,0.341457764341612
95_spec,0.471740857142857
