"SampleID","Antigen","MFI"
642,"EBP",51
642,"PTEX150",49
642,"PvCSS",65
642,"LF005",343.5
642,"LF010",42
642,"RBP2b.P87",46
642,"LF016",67
642,"MSP8",84
653,"EBP",41
653,"PTEX150",47
653,"PvCSS",43
653,"LF005",100.5
653,"LF010",33
653,"RBP2b.P87",34
653,"LF016",36
653,"MSP8",48
669,"EBP",61
669,"PTEX150",144
669,"PvCSS",56.5
669,"LF005",90.5
669,"LF010",71
669,"RBP2b.P87",74
669,"LF016",81
669,"MSP8",571
672,"EBP",45.5
672,"PTEX150",227.5
672,"PvCSS",77
672,"LF005",127
672,"LF010",37
672,"RBP2b.P87",44
672,"LF016",45
672,"MSP8",109.5
673,"EBP",42
673,"PTEX150",118
673,"PvCSS",45.5
673,"LF005",53
673,"LF010",36
673,"RBP2b.P87",43.5
673,"LF016",85
673,"MSP8",630.5
674,"EBP",34
674,"PTEX150",31
674,"PvCSS",44
674,"LF005",40
674,"LF010",33
674,"RBP2b.P87",36
674,"LF016",33
674,"MSP8",42
675,"EBP",33
675,"PTEX150",47
675,"PvCSS",42.5
675,"LF005",71
675,"LF010",36
675,"RBP2b.P87",32
675,"LF016",35
675,"MSP8",131
676,"EBP",35.5
676,"PTEX150",154
676,"PvCSS",52
676,"LF005",136
676,"LF010",32
676,"RBP2b.P87",35
676,"LF016",29
676,"MSP8",366
806,"EBP",38
806,"PTEX150",159
806,"PvCSS",41
806,"LF005",39
806,"LF010",35
806,"RBP2b.P87",34
806,"LF016",30.5
806,"MSP8",146
807,"EBP",42
807,"PTEX150",52
807,"PvCSS",47
807,"LF005",47
807,"LF010",42
807,"RBP2b.P87",51
807,"LF016",63
807,"MSP8",50
808,"EBP",52
808,"PTEX150",80
808,"PvCSS",55
808,"LF005",47.5
808,"LF010",40
808,"RBP2b.P87",44
808,"LF016",39
808,"MSP8",45
809,"EBP",48
809,"PTEX150",90
809,"PvCSS",51
809,"LF005",47
809,"LF010",41
809,"RBP2b.P87",42
809,"LF016",52
809,"MSP8",51
810,"EBP",33
810,"PTEX150",57.5
810,"PvCSS",39.5
810,"LF005",404
810,"LF010",32
810,"RBP2b.P87",27.5
810,"LF016",57.5
810,"MSP8",41
811,"EBP",36
811,"PTEX150",55
811,"PvCSS",41
811,"LF005",54
811,"LF010",33
811,"RBP2b.P87",34
811,"LF016",36.5
811,"MSP8",106
812,"EBP",53
812,"PTEX150",49.5
812,"PvCSS",57
812,"LF005",47.5
812,"LF010",45
812,"RBP2b.P87",52.5
812,"LF016",67
812,"MSP8",52
813,"EBP",38
813,"PTEX150",184
813,"PvCSS",46
813,"LF005",48.5
813,"LF010",35
813,"RBP2b.P87",43.5
813,"LF016",34
813,"MSP8",43
814,"EBP",43.5
814,"PTEX150",34
814,"PvCSS",53
814,"LF005",48
814,"LF010",33
814,"RBP2b.P87",32
814,"LF016",29.5
814,"MSP8",325
815,"EBP",35
815,"PTEX150",40
815,"PvCSS",55
815,"LF005",57
815,"LF010",32
815,"RBP2b.P87",39
815,"LF016",28
815,"MSP8",47
816,"EBP",40
816,"PTEX150",41
816,"PvCSS",59.5
816,"LF005",50
816,"LF010",38
816,"RBP2b.P87",39
816,"LF016",52
816,"MSP8",49.5
817,"EBP",30
817,"PTEX150",44
817,"PvCSS",54
817,"LF005",61
817,"LF010",32
817,"RBP2b.P87",28
817,"LF016",25
817,"MSP8",54
818,"EBP",36
818,"PTEX150",67
818,"PvCSS",40
818,"LF005",52.5
818,"LF010",34
818,"RBP2b.P87",60
818,"LF016",40.5
818,"MSP8",42
819,"EBP",40
819,"PTEX150",93.5
819,"PvCSS",49
819,"LF005",203
819,"LF010",43
819,"RBP2b.P87",41
819,"LF016",65
819,"MSP8",114
820,"EBP",48
820,"PTEX150",49
820,"PvCSS",52
820,"LF005",70
820,"LF010",49
820,"RBP2b.P87",52
820,"LF016",327
820,"MSP8",45
821,"EBP",45
821,"PTEX150",55
821,"PvCSS",48
821,"LF005",61.5
821,"LF010",41
821,"RBP2b.P87",41
821,"LF016",32
821,"MSP8",47
822,"EBP",41.5
822,"PTEX150",127
822,"PvCSS",114
822,"LF005",48
822,"LF010",31
822,"RBP2b.P87",30
822,"LF016",41.5
822,"MSP8",84
823,"EBP",59.5
823,"PTEX150",59
823,"PvCSS",61
823,"LF005",100
823,"LF010",48
823,"RBP2b.P87",60
823,"LF016",53
823,"MSP8",109
824,"EBP",36
824,"PTEX150",68
824,"PvCSS",49.5
824,"LF005",55
824,"LF010",34
824,"RBP2b.P87",32
824,"LF016",39
824,"MSP8",114
825,"EBP",45
825,"PTEX150",47
825,"PvCSS",42
825,"LF005",50.5
825,"LF010",36.5
825,"RBP2b.P87",36
825,"LF016",36
825,"MSP8",546.5
826,"EBP",41
826,"PTEX150",313
826,"PvCSS",43
826,"LF005",70
826,"LF010",34
826,"RBP2b.P87",35
826,"LF016",32
826,"MSP8",39
827,"EBP",45
827,"PTEX150",78
827,"PvCSS",46
827,"LF005",189
827,"LF010",38
827,"RBP2b.P87",46
827,"LF016",41
827,"MSP8",1565.5
828,"EBP",34
828,"PTEX150",32
828,"PvCSS",51
828,"LF005",61
828,"LF010",35
828,"RBP2b.P87",28
828,"LF016",28
828,"MSP8",41
829,"EBP",43
829,"PTEX150",74.5
829,"PvCSS",420
829,"LF005",44
829,"LF010",38
829,"RBP2b.P87",45
829,"LF016",43
829,"MSP8",40
830,"EBP",36
830,"PTEX150",86
830,"PvCSS",43
830,"LF005",44
830,"LF010",33
830,"RBP2b.P87",36
830,"LF016",25
830,"MSP8",56
831,"EBP",38
831,"PTEX150",37
831,"PvCSS",40
831,"LF005",42
831,"LF010",35
831,"RBP2b.P87",46
831,"LF016",56
831,"MSP8",44
832,"EBP",41
832,"PTEX150",322.5
832,"PvCSS",47
832,"LF005",74
832,"LF010",45
832,"RBP2b.P87",40
832,"LF016",36
832,"MSP8",146
833,"EBP",37.5
833,"PTEX150",56
833,"PvCSS",57
833,"LF005",104
833,"LF010",34
833,"RBP2b.P87",39
833,"LF016",35
833,"MSP8",53
834,"EBP",39
834,"PTEX150",34
834,"PvCSS",85
834,"LF005",42
834,"LF010",35.5
834,"RBP2b.P87",41
834,"LF016",48
834,"MSP8",77.5
835,"EBP",138.5
835,"PTEX150",180
835,"PvCSS",61
835,"LF005",50
835,"LF010",44
835,"RBP2b.P87",44
835,"LF016",54
835,"MSP8",55.5
836,"EBP",34
836,"PTEX150",109
836,"PvCSS",38
836,"LF005",463
836,"LF010",32
836,"RBP2b.P87",52
836,"LF016",35.5
836,"MSP8",62
837,"EBP",40
837,"PTEX150",61
837,"PvCSS",45
837,"LF005",40.5
837,"LF010",37
837,"RBP2b.P87",70
837,"LF016",43
837,"MSP8",86
838,"EBP",47
838,"PTEX150",55
838,"PvCSS",62
838,"LF005",47
838,"LF010",39
838,"RBP2b.P87",43
838,"LF016",63
838,"MSP8",45
839,"EBP",38
839,"PTEX150",31
839,"PvCSS",99
839,"LF005",48
839,"LF010",39
839,"RBP2b.P87",37
839,"LF016",44
839,"MSP8",39
840,"EBP",41.5
840,"PTEX150",41
840,"PvCSS",45
840,"LF005",47
840,"LF010",41
840,"RBP2b.P87",43.5
840,"LF016",39.5
840,"MSP8",50.5
841,"EBP",39
841,"PTEX150",34
841,"PvCSS",40
841,"LF005",37.5
841,"LF010",34
841,"RBP2b.P87",31
841,"LF016",31
841,"MSP8",49
842,"EBP",36
842,"PTEX150",31.5
842,"PvCSS",41
842,"LF005",74.5
842,"LF010",36
842,"RBP2b.P87",37
842,"LF016",56
842,"MSP8",42
843,"EBP",44.5
843,"PTEX150",54
843,"PvCSS",53.5
843,"LF005",45
843,"LF010",42
843,"RBP2b.P87",41
843,"LF016",55
843,"MSP8",71
844,"EBP",37
844,"PTEX150",29
844,"PvCSS",41
844,"LF005",44
844,"LF010",34
844,"RBP2b.P87",34
844,"LF016",45
844,"MSP8",35
845,"EBP",38
845,"PTEX150",52
845,"PvCSS",44
845,"LF005",46
845,"LF010",33
845,"RBP2b.P87",49
845,"LF016",28
845,"MSP8",1956
846,"EBP",37
846,"PTEX150",61
846,"PvCSS",51
846,"LF005",43
846,"LF010",33
846,"RBP2b.P87",45
846,"LF016",29
846,"MSP8",37
847,"EBP",37
847,"PTEX150",69.5
847,"PvCSS",45.5
847,"LF005",898
847,"LF010",34
847,"RBP2b.P87",37.5
847,"LF016",31.5
847,"MSP8",65
848,"EBP",41
848,"PTEX150",42
848,"PvCSS",41.5
848,"LF005",99.5
848,"LF010",37
848,"RBP2b.P87",39
848,"LF016",30
848,"MSP8",59
849,"EBP",36
849,"PTEX150",177
849,"PvCSS",36
849,"LF005",62.5
849,"LF010",33
849,"RBP2b.P87",33
849,"LF016",46
849,"MSP8",112
850,"EBP",36
850,"PTEX150",33
850,"PvCSS",43.5
850,"LF005",48
850,"LF010",32
850,"RBP2b.P87",32
850,"LF016",82.5
850,"MSP8",832.5
851,"EBP",56
851,"PTEX150",60
851,"PvCSS",57
851,"LF005",82
851,"LF010",42
851,"RBP2b.P87",45.5
851,"LF016",46
851,"MSP8",56
852,"EBP",32.5
852,"PTEX150",35
852,"PvCSS",37
852,"LF005",35
852,"LF010",27
852,"RBP2b.P87",24.5
852,"LF016",25
852,"MSP8",43
853,"EBP",37
853,"PTEX150",88
853,"PvCSS",38
853,"LF005",42
853,"LF010",37
853,"RBP2b.P87",32
853,"LF016",23
853,"MSP8",34
854,"EBP",48
854,"PTEX150",61.5
854,"PvCSS",74
854,"LF005",44
854,"LF010",49.5
854,"RBP2b.P87",43
854,"LF016",59.5
854,"MSP8",42
855,"EBP",42
855,"PTEX150",68.5
855,"PvCSS",45
855,"LF005",73
855,"LF010",36
855,"RBP2b.P87",41
855,"LF016",49.5
855,"MSP8",42
856,"EBP",35
856,"PTEX150",46
856,"PvCSS",91.5
856,"LF005",39
856,"LF010",34
856,"RBP2b.P87",32
856,"LF016",25
856,"MSP8",45
857,"EBP",42
857,"PTEX150",80
857,"PvCSS",51
857,"LF005",69
857,"LF010",46
857,"RBP2b.P87",48
857,"LF016",47.5
857,"MSP8",302
858,"EBP",42
858,"PTEX150",45
858,"PvCSS",48
858,"LF005",524.5
858,"LF010",37
858,"RBP2b.P87",37
858,"LF016",54.5
858,"MSP8",45
859,"EBP",45
859,"PTEX150",84
859,"PvCSS",46
859,"LF005",45
859,"LF010",39
859,"RBP2b.P87",43
859,"LF016",40
859,"MSP8",132
860,"EBP",36
860,"PTEX150",31
860,"PvCSS",40
860,"LF005",82
860,"LF010",30.5
860,"RBP2b.P87",29
860,"LF016",43
860,"MSP8",33
861,"EBP",33
861,"PTEX150",361.5
861,"PvCSS",38
861,"LF005",54
861,"LF010",29
861,"RBP2b.P87",31
861,"LF016",47
861,"MSP8",36
862,"EBP",37
862,"PTEX150",88
862,"PvCSS",52
862,"LF005",40
862,"LF010",34
862,"RBP2b.P87",39
862,"LF016",38
862,"MSP8",53
863,"EBP",36
863,"PTEX150",144
863,"PvCSS",49
863,"LF005",53
863,"LF010",40
863,"RBP2b.P87",33
863,"LF016",62
863,"MSP8",64
864,"EBP",40
864,"PTEX150",45
864,"PvCSS",63
864,"LF005",155
864,"LF010",37
864,"RBP2b.P87",39
864,"LF016",39
864,"MSP8",65
865,"EBP",38
865,"PTEX150",62
865,"PvCSS",56
865,"LF005",43
865,"LF010",34
865,"RBP2b.P87",34
865,"LF016",31
865,"MSP8",38
866,"EBP",36
866,"PTEX150",32
866,"PvCSS",38
866,"LF005",40
866,"LF010",30
866,"RBP2b.P87",31.5
866,"LF016",30
866,"MSP8",38.5
867,"EBP",32
867,"PTEX150",24
867,"PvCSS",36.5
867,"LF005",36
867,"LF010",30
867,"RBP2b.P87",28
867,"LF016",25
867,"MSP8",35
868,"EBP",36
868,"PTEX150",34
868,"PvCSS",157
868,"LF005",41.5
868,"LF010",33
868,"RBP2b.P87",34
868,"LF016",30
868,"MSP8",40
869,"EBP",38
869,"PTEX150",45
869,"PvCSS",40
869,"LF005",49
869,"LF010",31
869,"RBP2b.P87",33
869,"LF016",31
869,"MSP8",40
870,"EBP",34.5
870,"PTEX150",48
870,"PvCSS",37
870,"LF005",253
870,"LF010",33
870,"RBP2b.P87",35
870,"LF016",29
870,"MSP8",39
871,"EBP",42
871,"PTEX150",38
871,"PvCSS",39.5
871,"LF005",52
871,"LF010",39.5
871,"RBP2b.P87",37
871,"LF016",51
871,"MSP8",59
872,"EBP",43
872,"PTEX150",33
872,"PvCSS",79.5
872,"LF005",476
872,"LF010",39
872,"RBP2b.P87",44
872,"LF016",53.5
872,"MSP8",44
873,"EBP",32
873,"PTEX150",22
873,"PvCSS",35
873,"LF005",56
873,"LF010",29
873,"RBP2b.P87",29
873,"LF016",27
873,"MSP8",33
874,"EBP",33
874,"PTEX150",39
874,"PvCSS",39.5
874,"LF005",36
874,"LF010",30
874,"RBP2b.P87",42
874,"LF016",33.5
874,"MSP8",36
875,"EBP",38
875,"PTEX150",42.5
875,"PvCSS",129
875,"LF005",42
875,"LF010",33.5
875,"RBP2b.P87",35.5
875,"LF016",28
875,"MSP8",37
876,"EBP",32
876,"PTEX150",50
876,"PvCSS",36
876,"LF005",35
876,"LF010",27
876,"RBP2b.P87",29
876,"LF016",23
876,"MSP8",39
877,"EBP",45
877,"PTEX150",54
877,"PvCSS",98
877,"LF005",47
877,"LF010",37
877,"RBP2b.P87",40
877,"LF016",41
877,"MSP8",47
878,"EBP",46
878,"PTEX150",92
878,"PvCSS",48
878,"LF005",2338.5
878,"LF010",41
878,"RBP2b.P87",43
878,"LF016",45.5
878,"MSP8",55
879,"EBP",39
879,"PTEX150",37
879,"PvCSS",41
879,"LF005",129.5
879,"LF010",37
879,"RBP2b.P87",36
879,"LF016",40
879,"MSP8",331
880,"EBP",35
880,"PTEX150",69
880,"PvCSS",42
880,"LF005",40.5
880,"LF010",33
880,"RBP2b.P87",32
880,"LF016",40
880,"MSP8",84
881,"EBP",27.5
881,"PTEX150",14
881,"PvCSS",29
881,"LF005",28
881,"LF010",22.5
881,"RBP2b.P87",20
881,"LF016",14
881,"MSP8",28
882,"EBP",42
882,"PTEX150",54.5
882,"PvCSS",52
882,"LF005",53
882,"LF010",37
882,"RBP2b.P87",55
882,"LF016",45
882,"MSP8",78
883,"EBP",55
883,"PTEX150",59
883,"PvCSS",56
883,"LF005",56
883,"LF010",48
883,"RBP2b.P87",64
883,"LF016",51
883,"MSP8",4019.5
884,"EBP",31.5
884,"PTEX150",22
884,"PvCSS",36
884,"LF005",40
884,"LF010",29
884,"RBP2b.P87",25
884,"LF016",21
884,"MSP8",45
885,"EBP",38
885,"PTEX150",86
885,"PvCSS",41
885,"LF005",46.5
885,"LF010",31
885,"RBP2b.P87",33
885,"LF016",31
885,"MSP8",43
886,"EBP",30
886,"PTEX150",25
886,"PvCSS",40
886,"LF005",38
886,"LF010",31
886,"RBP2b.P87",35
886,"LF016",39
886,"MSP8",35
887,"EBP",46
887,"PTEX150",109
887,"PvCSS",43
887,"LF005",62
887,"LF010",32
887,"RBP2b.P87",31
887,"LF016",33
887,"MSP8",72
888,"EBP",53
888,"PTEX150",57
888,"PvCSS",65
888,"LF005",368
888,"LF010",44
888,"RBP2b.P87",52
888,"LF016",56
888,"MSP8",60
889,"EBP",32
889,"PTEX150",59
889,"PvCSS",42
889,"LF005",257.5
889,"LF010",31
889,"RBP2b.P87",29.5
889,"LF016",22.5
889,"MSP8",116
890,"EBP",50
890,"PTEX150",68
890,"PvCSS",66
890,"LF005",54
890,"LF010",51
890,"RBP2b.P87",44
890,"LF016",87
890,"MSP8",167.5
891,"EBP",37
891,"PTEX150",31
891,"PvCSS",43
891,"LF005",88.5
891,"LF010",36
891,"RBP2b.P87",37
891,"LF016",30
891,"MSP8",36
892,"EBP",45
892,"PTEX150",129
892,"PvCSS",43
892,"LF005",45
892,"LF010",37
892,"RBP2b.P87",35
892,"LF016",43.5
892,"MSP8",1118.5
893,"EBP",38
893,"PTEX150",41
893,"PvCSS",87
893,"LF005",92
893,"LF010",33
893,"RBP2b.P87",41
893,"LF016",38.5
893,"MSP8",84
894,"EBP",44
894,"PTEX150",56
894,"PvCSS",74
894,"LF005",82
894,"LF010",37
894,"RBP2b.P87",37
894,"LF016",33.5
894,"MSP8",46
895,"EBP",35
895,"PTEX150",79
895,"PvCSS",40.5
895,"LF005",41
895,"LF010",34
895,"RBP2b.P87",49
895,"LF016",37
895,"MSP8",40
896,"EBP",44.5
896,"PTEX150",42
896,"PvCSS",50
896,"LF005",52
896,"LF010",40
896,"RBP2b.P87",49
896,"LF016",55
896,"MSP8",41
897,"EBP",48
897,"PTEX150",54
897,"PvCSS",50
897,"LF005",49
897,"LF010",43
897,"RBP2b.P87",44
897,"LF016",65
897,"MSP8",42
898,"EBP",34
898,"PTEX150",36
898,"PvCSS",39
898,"LF005",37
898,"LF010",33
898,"RBP2b.P87",31
898,"LF016",34
898,"MSP8",37
899,"EBP",55.5
899,"PTEX150",133
899,"PvCSS",53
899,"LF005",70
899,"LF010",44
899,"RBP2b.P87",52
899,"LF016",3065.5
899,"MSP8",91
900,"EBP",38.5
900,"PTEX150",107
900,"PvCSS",820
900,"LF005",39
900,"LF010",37
900,"RBP2b.P87",37
900,"LF016",29
900,"MSP8",42
901,"EBP",39
901,"PTEX150",89.5
901,"PvCSS",53
901,"LF005",45.5
901,"LF010",37
901,"RBP2b.P87",38
901,"LF016",34
901,"MSP8",43
902,"EBP",36
902,"PTEX150",35
902,"PvCSS",39
902,"LF005",46
902,"LF010",35
902,"RBP2b.P87",42
902,"LF016",43
902,"MSP8",33
2543,"EBP",52
2543,"PTEX150",92
2543,"PvCSS",52
2543,"LF005",46
2543,"LF010",44
2543,"RBP2b.P87",42
2543,"LF016",43
2543,"MSP8",49
2544,"EBP",38
2544,"PTEX150",92
2544,"PvCSS",40
2544,"LF005",99
2544,"LF010",33
2544,"RBP2b.P87",37
2544,"LF016",31
2544,"MSP8",52
2545,"EBP",35
2545,"PTEX150",51
2545,"PvCSS",45
2545,"LF005",156
2545,"LF010",33
2545,"RBP2b.P87",36
2545,"LF016",30
2545,"MSP8",44
2546,"EBP",48.5
2546,"PTEX150",293
2546,"PvCSS",53
2546,"LF005",45
2546,"LF010",52
2546,"RBP2b.P87",54
2546,"LF016",65
2546,"MSP8",48
2547,"EBP",38
2547,"PTEX150",51.5
2547,"PvCSS",38
2547,"LF005",43
2547,"LF010",33
2547,"RBP2b.P87",29.5
2547,"LF016",70
2547,"MSP8",55
2548,"EBP",39
2548,"PTEX150",66
2548,"PvCSS",43.5
2548,"LF005",48
2548,"LF010",315
2548,"RBP2b.P87",46.5
2548,"LF016",45
2548,"MSP8",132.5
2549,"EBP",42
2549,"PTEX150",44
2549,"PvCSS",46
2549,"LF005",65
2549,"LF010",39
2549,"RBP2b.P87",35
2549,"LF016",46
2549,"MSP8",377
2550,"EBP",36
2550,"PTEX150",30
2550,"PvCSS",37.5
2550,"LF005",38
2550,"LF010",32.5
2550,"RBP2b.P87",28
2550,"LF016",24
2550,"MSP8",39
2551,"EBP",33.5
2551,"PTEX150",62
2551,"PvCSS",36
2551,"LF005",748.5
2551,"LF010",26.5
2551,"RBP2b.P87",29
2551,"LF016",35
2551,"MSP8",69
2552,"EBP",38
2552,"PTEX150",33
2552,"PvCSS",39
2552,"LF005",45
2552,"LF010",34.5
2552,"RBP2b.P87",35
2552,"LF016",39
2552,"MSP8",47
2553,"EBP",48
2553,"PTEX150",32
2553,"PvCSS",42
2553,"LF005",41
2553,"LF010",34
2553,"RBP2b.P87",39
2553,"LF016",44
2553,"MSP8",44
2554,"EBP",34
2554,"PTEX150",42
2554,"PvCSS",60
2554,"LF005",36
2554,"LF010",31
2554,"RBP2b.P87",31.5
2554,"LF016",24
2554,"MSP8",48
2555,"EBP",43
2555,"PTEX150",31
2555,"PvCSS",40
2555,"LF005",49
2555,"LF010",37
2555,"RBP2b.P87",37
2555,"LF016",49
2555,"MSP8",45
2556,"EBP",37
2556,"PTEX150",36
2556,"PvCSS",43
2556,"LF005",52
2556,"LF010",33
2556,"RBP2b.P87",33
2556,"LF016",29
2556,"MSP8",36
2557,"EBP",51
2557,"PTEX150",97
2557,"PvCSS",44
2557,"LF005",43
2557,"LF010",39
2557,"RBP2b.P87",42
2557,"LF016",47
2557,"MSP8",39
2558,"EBP",43
2558,"PTEX150",85
2558,"PvCSS",130
2558,"LF005",70
2558,"LF010",36
2558,"RBP2b.P87",43
2558,"LF016",78
2558,"MSP8",94
2559,"EBP",37
2559,"PTEX150",58
2559,"PvCSS",221.5
2559,"LF005",111
2559,"LF010",34
2559,"RBP2b.P87",33
2559,"LF016",35
2559,"MSP8",60
2560,"EBP",36
2560,"PTEX150",37
2560,"PvCSS",43
2560,"LF005",39.5
2560,"LF010",32
2560,"RBP2b.P87",31
2560,"LF016",54
2560,"MSP8",85
2561,"EBP",42
2561,"PTEX150",32
2561,"PvCSS",43
2561,"LF005",47
2561,"LF010",36.5
2561,"RBP2b.P87",46
2561,"LF016",37
2561,"MSP8",136
2562,"EBP",40
2562,"PTEX150",705
2562,"PvCSS",44
2562,"LF005",75
2562,"LF010",34
2562,"RBP2b.P87",33
2562,"LF016",33
2562,"MSP8",106
2563,"EBP",49
2563,"PTEX150",61
2563,"PvCSS",66
2563,"LF005",161
2563,"LF010",46
2563,"RBP2b.P87",88
2563,"LF016",54
2563,"MSP8",59
2564,"EBP",36
2564,"PTEX150",39
2564,"PvCSS",95
2564,"LF005",81
2564,"LF010",35
2564,"RBP2b.P87",31
2564,"LF016",28
2564,"MSP8",120
2565,"EBP",34
2565,"PTEX150",31
2565,"PvCSS",37
2565,"LF005",37
2565,"LF010",30
2565,"RBP2b.P87",29
2565,"LF016",24
2565,"MSP8",35
2566,"EBP",29
2566,"PTEX150",36
2566,"PvCSS",42
2566,"LF005",35
2566,"LF010",28
2566,"RBP2b.P87",23
2566,"LF016",28
2566,"MSP8",37
2567,"EBP",45
2567,"PTEX150",69
2567,"PvCSS",43
2567,"LF005",47
2567,"LF010",39
2567,"RBP2b.P87",38
2567,"LF016",44
2567,"MSP8",38
2568,"EBP",30
2568,"PTEX150",38
2568,"PvCSS",37
2568,"LF005",44
2568,"LF010",28
2568,"RBP2b.P87",27
2568,"LF016",20
2568,"MSP8",34
2569,"EBP",29
2569,"PTEX150",19
2569,"PvCSS",35
2569,"LF005",235
2569,"LF010",27
2569,"RBP2b.P87",23
2569,"LF016",25
2569,"MSP8",37
2570,"EBP",36
2570,"PTEX150",64
2570,"PvCSS",51
2570,"LF005",135
2570,"LF010",36
2570,"RBP2b.P87",46
2570,"LF016",70
2570,"MSP8",53
2571,"EBP",39
2571,"PTEX150",52
2571,"PvCSS",41
2571,"LF005",45
2571,"LF010",35
2571,"RBP2b.P87",33.5
2571,"LF016",53
2571,"MSP8",40
2572,"EBP",36
2572,"PTEX150",31
2572,"PvCSS",43.5
2572,"LF005",38
2572,"LF010",32
2572,"RBP2b.P87",34
2572,"LF016",35
2572,"MSP8",39.5
2573,"EBP",46
2573,"PTEX150",790
2573,"PvCSS",76.5
2573,"LF005",143
2573,"LF010",62.5
2573,"RBP2b.P87",48
2573,"LF016",53
2573,"MSP8",147.5
2574,"EBP",35
2574,"PTEX150",41.5
2574,"PvCSS",42
2574,"LF005",41
2574,"LF010",33
2574,"RBP2b.P87",30
2574,"LF016",32
2574,"MSP8",41
2575,"EBP",37
2575,"PTEX150",34
2575,"PvCSS",41
2575,"LF005",53
2575,"LF010",34
2575,"RBP2b.P87",35
2575,"LF016",58
2575,"MSP8",986
2576,"EBP",41
2576,"PTEX150",38
2576,"PvCSS",42
2576,"LF005",240
2576,"LF010",36
2576,"RBP2b.P87",36.5
2576,"LF016",37
2576,"MSP8",54
2578,"EBP",41
2578,"PTEX150",33.5
2578,"PvCSS",59
2578,"LF005",51
2578,"LF010",37
2578,"RBP2b.P87",36.5
2578,"LF016",30
2578,"MSP8",38
2577,"EBP",35
2577,"PTEX150",267
2577,"PvCSS",41
2577,"LF005",38
2577,"LF010",31
2577,"RBP2b.P87",32
2577,"LF016",31
2577,"MSP8",194
2579,"EBP",42
2579,"PTEX150",57
2579,"PvCSS",50
2579,"LF005",46
2579,"LF010",35
2579,"RBP2b.P87",37
2579,"LF016",36
2579,"MSP8",51
2580,"EBP",36
2580,"PTEX150",35
2580,"PvCSS",42
2580,"LF005",45
2580,"LF010",35
2580,"RBP2b.P87",40
2580,"LF016",196
2580,"MSP8",42.5
2581,"EBP",33
2581,"PTEX150",26
2581,"PvCSS",36
2581,"LF005",46
2581,"LF010",29
2581,"RBP2b.P87",27
2581,"LF016",24
2581,"MSP8",33
2582,"EBP",36
2582,"PTEX150",42
2582,"PvCSS",135
2582,"LF005",45
2582,"LF010",33.5
2582,"RBP2b.P87",31
2582,"LF016",148.5
2582,"MSP8",39
2583,"EBP",44
2583,"PTEX150",56
2583,"PvCSS",42
2583,"LF005",51
2583,"LF010",35
2583,"RBP2b.P87",39.5
2583,"LF016",73
2583,"MSP8",41
2584,"EBP",30
2584,"PTEX150",29
2584,"PvCSS",38
2584,"LF005",41
2584,"LF010",32
2584,"RBP2b.P87",29
2584,"LF016",28
2584,"MSP8",36
2585,"EBP",35
2585,"PTEX150",33
2585,"PvCSS",35
2585,"LF005",43
2585,"LF010",31
2585,"RBP2b.P87",26
2585,"LF016",60
2585,"MSP8",34
2586,"EBP",37
2586,"PTEX150",48
2586,"PvCSS",44
2586,"LF005",43
2586,"LF010",32
2586,"RBP2b.P87",45
2586,"LF016",32.5
2586,"MSP8",35
2587,"EBP",39
2587,"PTEX150",42
2587,"PvCSS",43
2587,"LF005",43
2587,"LF010",36
2587,"RBP2b.P87",34
2587,"LF016",30
2587,"MSP8",51
2588,"EBP",41
2588,"PTEX150",44
2588,"PvCSS",46
2588,"LF005",84
2588,"LF010",36
2588,"RBP2b.P87",35
2588,"LF016",36
2588,"MSP8",225
2589,"EBP",37
2589,"PTEX150",28
2589,"PvCSS",44
2589,"LF005",61
2589,"LF010",30.5
2589,"RBP2b.P87",28
2589,"LF016",32
2589,"MSP8",46
2590,"EBP",45
2590,"PTEX150",38
2590,"PvCSS",47
2590,"LF005",40
2590,"LF010",44
2590,"RBP2b.P87",40
2590,"LF016",48
2590,"MSP8",44
2591,"EBP",35
2591,"PTEX150",89
2591,"PvCSS",37
2591,"LF005",163.5
2591,"LF010",28
2591,"RBP2b.P87",27
2591,"LF016",29
2591,"MSP8",35
2592,"EBP",52
2592,"PTEX150",53
2592,"PvCSS",55
2592,"LF005",64
2592,"LF010",51.5
2592,"RBP2b.P87",52
2592,"LF016",63
2592,"MSP8",71
2593,"EBP",48
2593,"PTEX150",29
2593,"PvCSS",41
2593,"LF005",41
2593,"LF010",78
2593,"RBP2b.P87",42
2593,"LF016",87
2593,"MSP8",49.5
2594,"EBP",35
2594,"PTEX150",29
2594,"PvCSS",37.5
2594,"LF005",37
2594,"LF010",37
2594,"RBP2b.P87",40
2594,"LF016",46
2594,"MSP8",323
2595,"EBP",31
2595,"PTEX150",27.5
2595,"PvCSS",32
2595,"LF005",42
2595,"LF010",27
2595,"RBP2b.P87",26
2595,"LF016",23
2595,"MSP8",36
2596,"EBP",34
2596,"PTEX150",191.5
2596,"PvCSS",37
2596,"LF005",36
2596,"LF010",30
2596,"RBP2b.P87",29
2596,"LF016",27
2596,"MSP8",37
2597,"EBP",35
2597,"PTEX150",81
2597,"PvCSS",71
2597,"LF005",44
2597,"LF010",32
2597,"RBP2b.P87",45
2597,"LF016",36
2597,"MSP8",39
2598,"EBP",31
2598,"PTEX150",21
2598,"PvCSS",34
2598,"LF005",36.5
2598,"LF010",26
2598,"RBP2b.P87",28
2598,"LF016",22
2598,"MSP8",38
