sens_spec,threshold
max_sens_spec,0.190790518499462
85_sens,0.133001255612868
90_sens,0.0712744103046556
95_sens,0.0383906954525381
85_spec,0.252263075596012
90_spec,0.346842992442104
95_spec,0.487509205931631
