"std_plate","Sample","antigen","eth_mfi","dilution","png_mfi"
8,"S9","PTEX150",63,0.00390625,290.5
8,"S9","RBP2b.P87",268.5,0.00390625,548
8,"S9","LF016",5677,0.00390625,1224
8,"S9","PvCSS",50,0.00390625,211
8,"S10","LF005",123,0.001953125,176
8,"S10","EBP",150,0.001953125,424.5
8,"S10","LF010",528,0.001953125,848
8,"S10","PTEX150",48,0.001953125,157
8,"S10","RBP2b.P87",169,0.001953125,374
8,"S10","LF016",3304,0.001953125,693.5
8,"S10","PvCSS",31,0.001953125,101
9,"S1","LF005",12150,1,12258
9,"S1","EBP",10666,1,16805
9,"S1","LF010",24653.5,1,27095.5
9,"S1","PTEX150",3533,1,10891.5
9,"S1","RBP2b.P87",6739,1,8575
9,"S1","LF016",25202,1,23939.5
9,"S1","PvCSS",4764.5,1,12978
9,"S2","LF005",9340,0.5,10106
9,"S2","EBP",8344,0.5,14010
9,"S2","LF010",20563,0.5,23437.5
9,"S2","PTEX150",2262.5,0.5,7918
9,"S2","RBP2b.P87",5908,0.5,7653
9,"S2","LF016",26626.5,0.5,20655.5
9,"S2","PvCSS",2716,0.5,9433
9,"S3","LF005",6192,0.25,7224.5
9,"S3","EBP",5804,0.25,11107
9,"S3","LF010",14366,0.25,17947.5
9,"S3","PTEX150",1381,0.25,5615
9,"S3","RBP2b.P87",4314,0.25,6427
9,"S3","LF016",25571,0.25,16430
9,"S3","PvCSS",1544.5,0.25,6539
9,"S4","LF005",3878.5,0.125,4540
9,"S4","EBP",3773.5,0.125,8131
9,"S4","LF010",10216,0.125,12936.5
9,"S4","PTEX150",844,0.125,3401
9,"S4","RBP2b.P87",2892,0.125,4878
9,"S4","LF016",23914,0.125,12351
9,"S4","PvCSS",903,0.125,3837.5
9,"S5","LF005",2155,0.0625,2665
9,"S5","EBP",2017,0.0625,5968
9,"S5","LF010",7026,0.0625,9460
9,"S5","PTEX150",493.5,0.0625,2233
9,"S5","RBP2b.P87",2050,0.0625,3416
9,"S5","LF016",20531.5,0.0625,8738
9,"S5","PvCSS",494,0.0625,2342.5
9,"S6","LF005",1318,0.03125,1580
9,"S6","EBP",1282,0.03125,3360.5
9,"S6","LF010",4689,0.03125,5951.5
9,"S6","PTEX150",290,0.03125,1388
9,"S6","RBP2b.P87",1303,0.03125,2258.5
9,"S6","LF016",17306,0.03125,5602
9,"S6","PvCSS",277,0.03125,1292
9,"S7","LF005",737.5,0.015625,933
9,"S7","EBP",739,0.015625,2018
9,"S7","LF010",2528,0.015625,3523
9,"S7","PTEX150",159,0.015625,838
9,"S7","RBP2b.P87",775.5,0.015625,1578
9,"S7","LF016",12596,0.015625,3223
9,"S7","PvCSS",150,0.015625,730
9,"S8","LF005",398,0.0078125,526
9,"S8","EBP",412,0.0078125,1228
9,"S8","LF010",1592,0.0078125,2164
9,"S8","PTEX150",94,0.0078125,479
9,"S8","RBP2b.P87",472.5,0.0078125,900
9,"S8","LF016",8996,0.0078125,1880
9,"S8","PvCSS",83,0.0078125,365.5
9,"S9","LF005",221,0.00390625,272
9,"S9","EBP",241,0.00390625,663
9,"S9","LF010",954,0.00390625,1298
9,"S9","PTEX150",64,0.00390625,252.5
9,"S9","RBP2b.P87",285.5,0.00390625,537
9,"S9","LF016",5912,0.00390625,1082
9,"S9","PvCSS",49,0.00390625,180.5
9,"S10","LF005",124,0.001953125,152
9,"S10","EBP",144,0.001953125,378.5
9,"S10","LF010",546,0.001953125,764.5
9,"S10","PTEX150",48,0.001953125,141.5
9,"S10","RBP2b.P87",152.5,0.001953125,309.5
9,"S10","LF016",3313,0.001953125,630.5
9,"S10","PvCSS",31,0.001953125,96
1,"S1","MSP8",23281,1,29382
1,"S2","MSP8",21139.5,0.5,25198.5
1,"S3","MSP8",16490.5,0.25,17662.5
1,"S4","MSP8",11736,0.125,13611
1,"S5","MSP8",7974,0.0625,8915
1,"S6","MSP8",4836,0.03125,5782
1,"S7","MSP8",2609,0.015625,3137
1,"S8","MSP8",1553,0.0078125,1957.5
1,"S9","MSP8",882,0.00390625,1241
1,"S10","MSP8",456.5,0.001953125,756
